,attack_sucess_1,attack_sucess_2,total_dmg,avg_dmg,build_name,build_level,target_ac,encounter_num
38,0.6,0.4,77.0,7.7,human-str barbarian strength,1,15,38
39,0.3,0.2,30.0,3.0,human-str barbarian strength,1,15,39
40,0.6,0.3,69.0,6.9,human-str barbarian strength,1,15,40
41,0.6,0.2,60.0,6.0,human-str barbarian strength,1,15,41
42,0.4,0.3,58.0,5.8,human-str barbarian strength,1,15,42
43,0.5,0.1,41.0,4.1,human-str barbarian strength,1,15,43
44,0.4,0.4,61.0,6.1,human-str barbarian strength,1,15,44
45,0.3,0.4,55.0,5.5,human-str barbarian strength,1,15,45
46,0.8,0.3,76.0,7.6,human-str barbarian strength,1,15,46
47,0.5,0.3,71.0,7.1,human-str barbarian strength,1,15,47
48,0.6,0.2,48.0,4.8,human-str barbarian strength,1,15,48
49,0.4,0.1,37.0,3.7,human-str barbarian strength,1,15,49
50,0.5,0.5,58.0,5.8,human-str barbarian strength,1,15,50
51,0.8,0.4,88.0,8.8,human-str barbarian strength,1,15,51
52,0.3,0.3,58.0,5.8,human-str barbarian strength,1,15,52
53,0.3,0.2,36.0,3.6,human-str barbarian strength,1,15,53
54,0.5,0.3,52.0,5.2,human-str barbarian strength,1,15,54
55,0.4,0.3,47.0,4.7,human-str barbarian strength,1,15,55
56,0.6,0.3,58.0,5.8,human-str barbarian strength,1,15,56
57,0.3,0.2,34.0,3.4,human-str barbarian strength,1,15,57
58,0.6,0.2,47.0,4.7,human-str barbarian strength,1,15,58
59,0.7,0.1,61.0,6.1,human-str barbarian strength,1,15,59
60,0.7,0.3,70.0,7.0,human-str barbarian strength,1,15,60
61,0.5,0.4,67.0,6.7,human-str barbarian strength,1,15,61
62,0.4,0.1,40.0,4.0,human-str barbarian strength,1,15,62
63,0.5,0.4,59.0,5.9,human-str barbarian strength,1,15,63
64,0.5,0.0,28.0,2.8,human-str barbarian strength,1,15,64
65,0.5,0.5,75.0,7.5,human-str barbarian strength,1,15,65
66,0.9,0.2,67.0,6.7,human-str barbarian strength,1,15,66
67,0.4,0.1,32.0,3.2,human-str barbarian strength,1,15,67
68,0.4,0.4,61.0,6.1,human-str barbarian strength,1,15,68
69,0.4,0.3,47.0,4.7,human-str barbarian strength,1,15,69
70,0.5,0.4,61.0,6.1,human-str barbarian strength,1,15,70
71,0.6,0.2,54.0,5.4,human-str barbarian strength,1,15,71
72,0.9,0.2,72.0,7.2,human-str barbarian strength,1,15,72
73,0.3,0.4,46.0,4.6,human-str barbarian strength,1,15,73
74,0.6,0.5,89.0,8.9,human-str barbarian strength,1,15,74
75,0.5,0.2,50.0,5.0,human-str barbarian strength,1,15,75
76,0.5,0.1,42.0,4.2,human-str barbarian strength,1,15,76
77,0.8,0.3,79.0,7.9,human-str barbarian strength,1,15,77
78,0.5,0.3,57.0,5.7,human-str barbarian strength,1,15,78
79,0.9,0.4,89.0,8.9,human-str barbarian strength,1,15,79
80,0.5,0.3,58.0,5.8,human-str barbarian strength,1,15,80
81,0.7,0.1,46.0,4.6,human-str barbarian strength,1,15,81
82,0.4,0.3,48.0,4.8,human-str barbarian strength,1,15,82
83,0.4,0.5,56.0,5.6,human-str barbarian strength,1,15,83
84,0.6,0.7,85.0,8.5,human-str barbarian strength,1,15,84
85,0.5,0.3,58.0,5.8,human-str barbarian strength,1,15,85
86,0.4,0.3,46.0,4.6,human-str barbarian strength,1,15,86
87,0.9,0.2,69.0,6.9,human-str barbarian strength,1,15,87
88,0.6,0.3,68.0,6.8,human-str barbarian strength,1,15,88
89,0.3,0.2,37.0,3.7,human-str barbarian strength,1,15,89
90,0.4,0.2,51.0,5.1,human-str barbarian strength,1,15,90
91,0.5,0.3,45.0,4.5,human-str barbarian strength,1,15,91
92,0.5,0.3,47.0,4.7,human-str barbarian strength,1,15,92
93,0.5,0.2,45.0,4.5,human-str barbarian strength,1,15,93
94,0.7,0.2,76.0,7.6,human-str barbarian strength,1,15,94
95,0.4,0.3,42.0,4.2,human-str barbarian strength,1,15,95
96,0.6,0.2,55.0,5.5,human-str barbarian strength,1,15,96
97,0.2,0.3,31.0,3.1,human-str barbarian strength,1,15,97
98,0.4,0.3,58.0,5.8,human-str barbarian strength,1,15,98
99,0.7,0.4,80.0,8.0,human-str barbarian strength,1,15,99
0,0.7,0.4,84.0,8.4,human-str barbarian strength,1,16,0
1,0.6,0.3,45.0,4.5,human-str barbarian strength,1,16,1
2,0.6,0.1,40.0,4.0,human-str barbarian strength,1,16,2
3,0.5,0.2,56.0,5.6,human-str barbarian strength,1,16,3
4,0.5,0.3,56.0,5.6,human-str barbarian strength,1,16,4
5,0.4,0.1,33.0,3.3,human-str barbarian strength,1,16,5
6,0.7,0.0,56.0,5.6,human-str barbarian strength,1,16,6
7,0.7,0.1,72.0,7.2,human-str barbarian strength,1,16,7
8,0.2,0.3,29.0,2.9,human-str barbarian strength,1,16,8
9,0.7,0.2,71.0,7.1,human-str barbarian strength,1,16,9
10,0.5,0.2,58.0,5.8,human-str barbarian strength,1,16,10
11,0.5,0.0,44.0,4.4,human-str barbarian strength,1,16,11
12,0.7,0.2,64.0,6.4,human-str barbarian strength,1,16,12
13,0.5,0.1,46.0,4.6,human-str barbarian strength,1,16,13
14,0.6,0.1,45.0,4.5,human-str barbarian strength,1,16,14
15,0.5,0.3,55.0,5.5,human-str barbarian strength,1,16,15
16,0.7,0.2,65.0,6.5,human-str barbarian strength,1,16,16
17,0.4,0.3,45.0,4.5,human-str barbarian strength,1,16,17
18,0.7,0.0,51.0,5.1,human-str barbarian strength,1,16,18
19,0.4,0.4,56.0,5.6,human-str barbarian strength,1,16,19
20,0.5,0.3,52.0,5.2,human-str barbarian strength,1,16,20
21,0.5,0.4,52.0,5.2,human-str barbarian strength,1,16,21
22,0.5,0.1,55.0,5.5,human-str barbarian strength,1,16,22
23,0.8,0.2,69.0,6.9,human-str barbarian strength,1,16,23
24,0.7,0.3,70.0,7.0,human-str barbarian strength,1,16,24
25,0.4,0.2,40.0,4.0,human-str barbarian strength,1,16,25
26,0.7,0.3,69.0,6.9,human-str barbarian strength,1,16,26
27,0.6,0.1,55.0,5.5,human-str barbarian strength,1,16,27
28,0.5,0.1,49.0,4.9,human-str barbarian strength,1,16,28
29,0.6,0.2,50.0,5.0,human-str barbarian strength,1,16,29
30,0.4,0.1,38.0,3.8,human-str barbarian strength,1,16,30
31,0.5,0.1,46.0,4.6,human-str barbarian strength,1,16,31
32,0.5,0.1,40.0,4.0,human-str barbarian strength,1,16,32
33,0.5,0.1,38.0,3.8,human-str barbarian strength,1,16,33
34,0.6,0.2,57.0,5.7,human-str barbarian strength,1,16,34
35,0.3,0.3,51.0,5.1,human-str barbarian strength,1,16,35
36,0.5,0.5,75.0,7.5,human-str barbarian strength,1,16,36
37,0.4,0.3,46.0,4.6,human-str barbarian strength,1,16,37
38,0.6,0.3,65.0,6.5,human-str barbarian strength,1,16,38
39,0.4,0.2,39.0,3.9,human-str barbarian strength,1,16,39
40,0.6,0.0,50.0,5.0,human-str barbarian strength,1,16,40
41,0.6,0.3,61.0,6.1,human-str barbarian strength,1,16,41
42,0.5,0.3,62.0,6.2,human-str barbarian strength,1,16,42
43,0.2,0.3,40.0,4.0,human-str barbarian strength,1,16,43
44,0.5,0.3,58.0,5.8,human-str barbarian strength,1,16,44
45,0.4,0.3,38.0,3.8,human-str barbarian strength,1,16,45
46,0.6,0.1,56.0,5.6,human-str barbarian strength,1,16,46
47,0.5,0.3,63.0,6.3,human-str barbarian strength,1,16,47
48,0.4,0.2,39.0,3.9,human-str barbarian strength,1,16,48
49,0.4,0.0,24.0,2.4,human-str barbarian strength,1,16,49
50,0.5,0.1,49.0,4.9,human-str barbarian strength,1,16,50
51,0.3,0.1,32.0,3.2,human-str barbarian strength,1,16,51
52,0.5,0.1,42.0,4.2,human-str barbarian strength,1,16,52
53,0.6,0.2,59.0,5.9,human-str barbarian strength,1,16,53
54,0.6,0.3,62.0,6.2,human-str barbarian strength,1,16,54
55,0.2,0.0,16.0,1.6,human-str barbarian strength,1,16,55
56,0.6,0.1,40.0,4.0,human-str barbarian strength,1,16,56
57,0.4,0.3,44.0,4.4,human-str barbarian strength,1,16,57
58,0.6,0.2,52.0,5.2,human-str barbarian strength,1,16,58
59,0.5,0.2,47.0,4.7,human-str barbarian strength,1,16,59
60,0.2,0.1,20.0,2.0,human-str barbarian strength,1,16,60
61,0.1,0.3,20.0,2.0,human-str barbarian strength,1,16,61
62,0.5,0.2,51.0,5.1,human-str barbarian strength,1,16,62
63,0.7,0.5,93.0,9.3,human-str barbarian strength,1,16,63
64,0.6,0.0,40.0,4.0,human-str barbarian strength,1,16,64
65,0.4,0.1,45.0,4.5,human-str barbarian strength,1,16,65
66,0.5,0.2,42.0,4.2,human-str barbarian strength,1,16,66
67,0.3,0.2,34.0,3.4,human-str barbarian strength,1,16,67
68,0.7,0.0,47.0,4.7,human-str barbarian strength,1,16,68
69,0.5,0.2,43.0,4.3,human-str barbarian strength,1,16,69
70,0.3,0.3,40.0,4.0,human-str barbarian strength,1,16,70
71,0.3,0.3,38.0,3.8,human-str barbarian strength,1,16,71
72,0.6,0.2,49.0,4.9,human-str barbarian strength,1,16,72
73,0.4,0.3,51.0,5.1,human-str barbarian strength,1,16,73
74,0.2,0.3,52.0,5.2,human-str barbarian strength,1,16,74
75,0.6,0.2,57.0,5.7,human-str barbarian strength,1,16,75
76,0.4,0.4,55.0,5.5,human-str barbarian strength,1,16,76
77,0.4,0.2,43.0,4.3,human-str barbarian strength,1,16,77
78,0.6,0.3,73.0,7.3,human-str barbarian strength,1,16,78
79,0.5,0.2,43.0,4.3,human-str barbarian strength,1,16,79
80,0.6,0.3,67.0,6.7,human-str barbarian strength,1,16,80
81,0.3,0.5,54.0,5.4,human-str barbarian strength,1,16,81
82,0.6,0.2,60.0,6.0,human-str barbarian strength,1,16,82
83,0.4,0.0,35.0,3.5,human-str barbarian strength,1,16,83
84,0.0,0.2,13.0,1.3,human-str barbarian strength,1,16,84
85,0.4,0.1,30.0,3.0,human-str barbarian strength,1,16,85
86,0.5,0.1,38.0,3.8,human-str barbarian strength,1,16,86
87,0.5,0.3,61.0,6.1,human-str barbarian strength,1,16,87
88,0.7,0.2,80.0,8.0,human-str barbarian strength,1,16,88
89,0.4,0.2,47.0,4.7,human-str barbarian strength,1,16,89
90,0.4,0.3,46.0,4.6,human-str barbarian strength,1,16,90
91,0.4,0.4,56.0,5.6,human-str barbarian strength,1,16,91
92,0.7,0.2,70.0,7.0,human-str barbarian strength,1,16,92
93,0.6,0.1,53.0,5.3,human-str barbarian strength,1,16,93
94,0.5,0.2,53.0,5.3,human-str barbarian strength,1,16,94
95,0.3,0.2,30.0,3.0,human-str barbarian strength,1,16,95
96,0.4,0.2,42.0,4.2,human-str barbarian strength,1,16,96
97,0.3,0.1,24.0,2.4,human-str barbarian strength,1,16,97
98,0.5,0.2,60.0,6.0,human-str barbarian strength,1,16,98
99,0.6,0.3,59.0,5.9,human-str barbarian strength,1,16,99
0,0.4,0.4,47.0,4.7,human-str barbarian strength,1,17,0
1,0.3,0.1,25.0,2.5,human-str barbarian strength,1,17,1
2,0.6,0.1,52.0,5.2,human-str barbarian strength,1,17,2
3,0.5,0.1,51.0,5.1,human-str barbarian strength,1,17,3
4,0.4,0.3,50.0,5.0,human-str barbarian strength,1,17,4
5,0.5,0.2,45.0,4.5,human-str barbarian strength,1,17,5
6,0.6,0.3,50.0,5.0,human-str barbarian strength,1,17,6
7,0.4,0.1,35.0,3.5,human-str barbarian strength,1,17,7
8,0.2,0.0,16.0,1.6,human-str barbarian strength,1,17,8
9,0.4,0.0,31.0,3.1,human-str barbarian strength,1,17,9
10,0.6,0.1,48.0,4.8,human-str barbarian strength,1,17,10
11,0.2,0.0,15.0,1.5,human-str barbarian strength,1,17,11
12,0.6,0.0,42.0,4.2,human-str barbarian strength,1,17,12
13,0.3,0.0,19.0,1.9,human-str barbarian strength,1,17,13
14,0.1,0.4,39.0,3.9,human-str barbarian strength,1,17,14
15,0.5,0.0,24.0,2.4,human-str barbarian strength,1,17,15
16,0.4,0.1,33.0,3.3,human-str barbarian strength,1,17,16
17,0.4,0.0,37.0,3.7,human-str barbarian strength,1,17,17
18,0.2,0.2,20.0,2.0,human-str barbarian strength,1,17,18
19,0.4,0.1,37.0,3.7,human-str barbarian strength,1,17,19
20,0.5,0.1,40.0,4.0,human-str barbarian strength,1,17,20
21,0.4,0.1,45.0,4.5,human-str barbarian strength,1,17,21
22,0.7,0.1,64.0,6.4,human-str barbarian strength,1,17,22
23,0.6,0.1,46.0,4.6,human-str barbarian strength,1,17,23
24,0.5,0.2,47.0,4.7,human-str barbarian strength,1,17,24
25,0.4,0.2,33.0,3.3,human-str barbarian strength,1,17,25
26,0.4,0.2,36.0,3.6,human-str barbarian strength,1,17,26
27,0.5,0.1,48.0,4.8,human-str barbarian strength,1,17,27
28,0.3,0.1,27.0,2.7,human-str barbarian strength,1,17,28
29,0.4,0.2,39.0,3.9,human-str barbarian strength,1,17,29
30,0.5,0.3,48.0,4.8,human-str barbarian strength,1,17,30
31,0.2,0.1,23.0,2.3,human-str barbarian strength,1,17,31
32,0.5,0.2,51.0,5.1,human-str barbarian strength,1,17,32
33,0.7,0.0,56.0,5.6,human-str barbarian strength,1,17,33
34,0.5,0.1,40.0,4.0,human-str barbarian strength,1,17,34
35,0.6,0.2,59.0,5.9,human-str barbarian strength,1,17,35
36,0.4,0.3,53.0,5.3,human-str barbarian strength,1,17,36
37,0.4,0.3,54.0,5.4,human-str barbarian strength,1,17,37
38,0.0,0.2,10.0,1.0,human-str barbarian strength,1,17,38
39,0.6,0.2,54.0,5.4,human-str barbarian strength,1,17,39
40,0.6,0.2,49.0,4.9,human-str barbarian strength,1,17,40
41,0.4,0.2,53.0,5.3,human-str barbarian strength,1,17,41
42,0.4,0.1,28.0,2.8,human-str barbarian strength,1,17,42
43,0.3,0.2,51.0,5.1,human-str barbarian strength,1,17,43
44,0.2,0.1,19.0,1.9,human-str barbarian strength,1,17,44
45,0.6,0.0,52.0,5.2,human-str barbarian strength,1,17,45
46,0.5,0.3,56.0,5.6,human-str barbarian strength,1,17,46
47,0.3,0.3,38.0,3.8,human-str barbarian strength,1,17,47
48,0.4,0.0,23.0,2.3,human-str barbarian strength,1,17,48
49,0.3,0.4,43.0,4.3,human-str barbarian strength,1,17,49
50,0.2,0.1,20.0,2.0,human-str barbarian strength,1,17,50
51,0.5,0.2,50.0,5.0,human-str barbarian strength,1,17,51
52,0.5,0.1,28.0,2.8,human-str barbarian strength,1,17,52
53,0.3,0.2,37.0,3.7,human-str barbarian strength,1,17,53
54,0.1,0.1,11.0,1.1,human-str barbarian strength,1,17,54
55,0.4,0.2,36.0,3.6,human-str barbarian strength,1,17,55
56,0.3,0.0,24.0,2.4,human-str barbarian strength,1,17,56
57,0.4,0.2,43.0,4.3,human-str barbarian strength,1,17,57
58,0.3,0.1,26.0,2.6,human-str barbarian strength,1,17,58
59,0.4,0.2,30.0,3.0,human-str barbarian strength,1,17,59
60,0.3,0.3,58.0,5.8,human-str barbarian strength,1,17,60
61,0.5,0.4,63.0,6.3,human-str barbarian strength,1,17,61
62,0.4,0.4,62.0,6.2,human-str barbarian strength,1,17,62
63,0.4,0.2,35.0,3.5,human-str barbarian strength,1,17,63
64,0.9,0.3,94.0,9.4,human-str barbarian strength,1,17,64
65,0.5,0.5,77.0,7.7,human-str barbarian strength,1,17,65
66,0.4,0.2,38.0,3.8,human-str barbarian strength,1,17,66
67,0.6,0.2,46.0,4.6,human-str barbarian strength,1,17,67
68,0.5,0.1,34.0,3.4,human-str barbarian strength,1,17,68
69,0.0,0.1,5.0,0.5,human-str barbarian strength,1,17,69
70,0.7,0.2,49.0,4.9,human-str barbarian strength,1,17,70
71,0.2,0.3,33.0,3.3,human-str barbarian strength,1,17,71
72,0.5,0.1,42.0,4.2,human-str barbarian strength,1,17,72
73,0.2,0.5,52.0,5.2,human-str barbarian strength,1,17,73
74,0.3,0.1,30.0,3.0,human-str barbarian strength,1,17,74
75,0.4,0.0,33.0,3.3,human-str barbarian strength,1,17,75
76,0.2,0.0,20.0,2.0,human-str barbarian strength,1,17,76
77,0.4,0.1,36.0,3.6,human-str barbarian strength,1,17,77
78,0.6,0.4,72.0,7.2,human-str barbarian strength,1,17,78
79,0.5,0.0,42.0,4.2,human-str barbarian strength,1,17,79
80,0.3,0.1,35.0,3.5,human-str barbarian strength,1,17,80
81,0.3,0.1,29.0,2.9,human-str barbarian strength,1,17,81
82,0.4,0.1,36.0,3.6,human-str barbarian strength,1,17,82
83,0.6,0.1,41.0,4.1,human-str barbarian strength,1,17,83
84,0.5,0.0,33.0,3.3,human-str barbarian strength,1,17,84
85,0.3,0.0,23.0,2.3,human-str barbarian strength,1,17,85
86,0.7,0.0,54.0,5.4,human-str barbarian strength,1,17,86
87,0.5,0.5,80.0,8.0,human-str barbarian strength,1,17,87
88,0.3,0.0,27.0,2.7,human-str barbarian strength,1,17,88
89,0.4,0.4,50.0,5.0,human-str barbarian strength,1,17,89
90,0.4,0.1,31.0,3.1,human-str barbarian strength,1,17,90
91,0.4,0.4,55.0,5.5,human-str barbarian strength,1,17,91
92,0.2,0.0,9.0,0.9,human-str barbarian strength,1,17,92
93,0.4,0.1,33.0,3.3,human-str barbarian strength,1,17,93
94,0.4,0.2,36.0,3.6,human-str barbarian strength,1,17,94
95,0.4,0.4,55.0,5.5,human-str barbarian strength,1,17,95
96,0.6,0.2,46.0,4.6,human-str barbarian strength,1,17,96
97,0.4,0.3,46.0,4.6,human-str barbarian strength,1,17,97
98,0.7,0.2,57.0,5.7,human-str barbarian strength,1,17,98
99,0.5,0.2,54.0,5.4,human-str barbarian strength,1,17,99
0,0.2,0.2,30.0,3.0,human-str barbarian strength,1,18,0
1,0.3,0.4,49.0,4.9,human-str barbarian strength,1,18,1
2,0.2,0.2,34.0,3.4,human-str barbarian strength,1,18,2
3,0.3,0.1,34.0,3.4,human-str barbarian strength,1,18,3
4,0.7,0.1,62.0,6.2,human-str barbarian strength,1,18,4
5,0.5,0.1,53.0,5.3,human-str barbarian strength,1,18,5
6,0.3,0.3,35.0,3.5,human-str barbarian strength,1,18,6
7,0.5,0.2,44.0,4.4,human-str barbarian strength,1,18,7
8,0.5,0.1,41.0,4.1,human-str barbarian strength,1,18,8
9,0.3,0.2,33.0,3.3,human-str barbarian strength,1,18,9
10,0.3,0.1,30.0,3.0,human-str barbarian strength,1,18,10
11,0.4,0.0,28.0,2.8,human-str barbarian strength,1,18,11
12,0.3,0.1,29.0,2.9,human-str barbarian strength,1,18,12
13,0.4,0.2,43.0,4.3,human-str barbarian strength,1,18,13
14,0.5,0.0,32.0,3.2,human-str barbarian strength,1,18,14
15,0.6,0.0,36.0,3.6,human-str barbarian strength,1,18,15
16,0.7,0.1,64.0,6.4,human-str barbarian strength,1,18,16
17,0.5,0.2,47.0,4.7,human-str barbarian strength,1,18,17
18,0.2,0.0,11.0,1.1,human-str barbarian strength,1,18,18
19,0.2,0.1,20.0,2.0,human-str barbarian strength,1,18,19
20,0.5,0.2,44.0,4.4,human-str barbarian strength,1,18,20
21,0.5,0.2,53.0,5.3,human-str barbarian strength,1,18,21
22,0.6,0.2,49.0,4.9,human-str barbarian strength,1,18,22
23,0.3,0.0,21.0,2.1,human-str barbarian strength,1,18,23
24,0.2,0.0,18.0,1.8,human-str barbarian strength,1,18,24
25,0.1,0.0,9.0,0.9,human-str barbarian strength,1,18,25
26,0.3,0.2,28.0,2.8,human-str barbarian strength,1,18,26
27,0.1,0.3,29.0,2.9,human-str barbarian strength,1,18,27
28,0.1,0.1,16.0,1.6,human-str barbarian strength,1,18,28
29,0.3,0.0,14.0,1.4,human-str barbarian strength,1,18,29
30,0.4,0.3,59.0,5.9,human-str barbarian strength,1,18,30
31,0.3,0.2,33.0,3.3,human-str barbarian strength,1,18,31
32,0.5,0.0,34.0,3.4,human-str barbarian strength,1,18,32
33,0.5,0.0,34.0,3.4,human-str barbarian strength,1,18,33
34,0.4,0.1,30.0,3.0,human-str barbarian strength,1,18,34
35,0.2,0.5,50.0,5.0,human-str barbarian strength,1,18,35
36,0.4,0.2,35.0,3.5,human-str barbarian strength,1,18,36
37,0.3,0.1,28.0,2.8,human-str barbarian strength,1,18,37
38,0.2,0.1,24.0,2.4,human-str barbarian strength,1,18,38
39,0.5,0.1,36.0,3.6,human-str barbarian strength,1,18,39
40,0.4,0.2,42.0,4.2,human-str barbarian strength,1,18,40
41,0.3,0.0,22.0,2.2,human-str barbarian strength,1,18,41
42,0.3,0.0,20.0,2.0,human-str barbarian strength,1,18,42
43,0.5,0.0,36.0,3.6,human-str barbarian strength,1,18,43
44,0.3,0.1,31.0,3.1,human-str barbarian strength,1,18,44
45,0.4,0.1,45.0,4.5,human-str barbarian strength,1,18,45
46,0.4,0.1,31.0,3.1,human-str barbarian strength,1,18,46
47,0.3,0.2,34.0,3.4,human-str barbarian strength,1,18,47
48,0.1,0.0,8.0,0.8,human-str barbarian strength,1,18,48
49,0.4,0.1,27.0,2.7,human-str barbarian strength,1,18,49
50,0.3,0.1,26.0,2.6,human-str barbarian strength,1,18,50
51,0.2,0.1,21.0,2.1,human-str barbarian strength,1,18,51
52,0.3,0.0,19.0,1.9,human-str barbarian strength,1,18,52
53,0.4,0.0,34.0,3.4,human-str barbarian strength,1,18,53
54,0.2,0.2,30.0,3.0,human-str barbarian strength,1,18,54
55,0.2,0.1,19.0,1.9,human-str barbarian strength,1,18,55
56,0.4,0.0,24.0,2.4,human-str barbarian strength,1,18,56
57,0.4,0.1,33.0,3.3,human-str barbarian strength,1,18,57
58,0.7,0.1,54.0,5.4,human-str barbarian strength,1,18,58
59,0.1,0.0,6.0,0.6,human-str barbarian strength,1,18,59
60,0.3,0.1,25.0,2.5,human-str barbarian strength,1,18,60
61,0.6,0.1,55.0,5.5,human-str barbarian strength,1,18,61
62,0.4,0.1,37.0,3.7,human-str barbarian strength,1,18,62
63,0.3,0.1,30.0,3.0,human-str barbarian strength,1,18,63
64,0.5,0.3,64.0,6.4,human-str barbarian strength,1,18,64
65,0.3,0.1,31.0,3.1,human-str barbarian strength,1,18,65
66,0.1,0.0,8.0,0.8,human-str barbarian strength,1,18,66
67,0.3,0.1,44.0,4.4,human-str barbarian strength,1,18,67
68,0.5,0.1,44.0,4.4,human-str barbarian strength,1,18,68
69,0.5,0.2,59.0,5.9,human-str barbarian strength,1,18,69
70,0.2,0.2,36.0,3.6,human-str barbarian strength,1,18,70
71,0.4,0.1,30.0,3.0,human-str barbarian strength,1,18,71
72,0.3,0.0,20.0,2.0,human-str barbarian strength,1,18,72
73,0.3,0.0,19.0,1.9,human-str barbarian strength,1,18,73
74,0.2,0.0,10.0,1.0,human-str barbarian strength,1,18,74
75,0.2,0.1,21.0,2.1,human-str barbarian strength,1,18,75
76,0.3,0.0,17.0,1.7,human-str barbarian strength,1,18,76
77,0.4,0.0,23.0,2.3,human-str barbarian strength,1,18,77
78,0.3,0.0,23.0,2.3,human-str barbarian strength,1,18,78
79,0.3,0.4,45.0,4.5,human-str barbarian strength,1,18,79
80,0.4,0.2,35.0,3.5,human-str barbarian strength,1,18,80
81,0.4,0.3,48.0,4.8,human-str barbarian strength,1,18,81
82,0.1,0.1,9.0,0.9,human-str barbarian strength,1,18,82
83,0.5,0.0,39.0,3.9,human-str barbarian strength,1,18,83
84,0.4,0.1,30.0,3.0,human-str barbarian strength,1,18,84
85,0.1,0.1,11.0,1.1,human-str barbarian strength,1,18,85
86,0.3,0.0,25.0,2.5,human-str barbarian strength,1,18,86
87,0.3,0.3,39.0,3.9,human-str barbarian strength,1,18,87
88,0.4,0.1,42.0,4.2,human-str barbarian strength,1,18,88
89,0.2,0.1,22.0,2.2,human-str barbarian strength,1,18,89
90,0.5,0.0,39.0,3.9,human-str barbarian strength,1,18,90
91,0.6,0.3,46.0,4.6,human-str barbarian strength,1,18,91
92,0.2,0.3,28.0,2.8,human-str barbarian strength,1,18,92
93,0.4,0.1,34.0,3.4,human-str barbarian strength,1,18,93
94,0.2,0.1,25.0,2.5,human-str barbarian strength,1,18,94
95,0.4,0.2,37.0,3.7,human-str barbarian strength,1,18,95
96,0.4,0.2,47.0,4.7,human-str barbarian strength,1,18,96
97,0.1,0.0,4.0,0.4,human-str barbarian strength,1,18,97
98,0.1,0.0,5.0,0.5,human-str barbarian strength,1,18,98
99,0.2,0.0,17.0,1.7,human-str barbarian strength,1,18,99
0,0.2,0.1,22.0,2.2,human-str barbarian strength,1,19,0
1,0.1,0.0,14.0,1.4,human-str barbarian strength,1,19,1
2,0.1,0.2,20.0,2.0,human-str barbarian strength,1,19,2
3,0.3,0.3,30.0,3.0,human-str barbarian strength,1,19,3
4,0.3,0.3,32.0,3.2,human-str barbarian strength,1,19,4
5,0.5,0.1,34.0,3.4,human-str barbarian strength,1,19,5
6,0.4,0.0,24.0,2.4,human-str barbarian strength,1,19,6
7,0.4,0.2,44.0,4.4,human-str barbarian strength,1,19,7
8,0.3,0.0,23.0,2.3,human-str barbarian strength,1,19,8
9,0.4,0.0,28.0,2.8,human-str barbarian strength,1,19,9
10,0.4,0.0,34.0,3.4,human-str barbarian strength,1,19,10
11,0.3,0.1,26.0,2.6,human-str barbarian strength,1,19,11
12,0.2,0.0,16.0,1.6,human-str barbarian strength,1,19,12
13,0.5,0.0,41.0,4.1,human-str barbarian strength,1,19,13
14,0.6,0.0,38.0,3.8,human-str barbarian strength,1,19,14
15,0.4,0.1,27.0,2.7,human-str barbarian strength,1,19,15
16,0.1,0.0,13.0,1.3,human-str barbarian strength,1,19,16
17,0.2,0.2,26.0,2.6,human-str barbarian strength,1,19,17
18,0.6,0.0,45.0,4.5,human-str barbarian strength,1,19,18
19,0.3,0.0,23.0,2.3,human-str barbarian strength,1,19,19
20,0.3,0.0,23.0,2.3,human-str barbarian strength,1,19,20
21,0.4,0.0,35.0,3.5,human-str barbarian strength,1,19,21
22,0.3,0.0,22.0,2.2,human-str barbarian strength,1,19,22
23,0.4,0.0,26.0,2.6,human-str barbarian strength,1,19,23
24,0.3,0.0,28.0,2.8,human-str barbarian strength,1,19,24
25,0.3,0.1,33.0,3.3,human-str barbarian strength,1,19,25
26,0.3,0.0,24.0,2.4,human-str barbarian strength,1,19,26
27,0.3,0.0,17.0,1.7,human-str barbarian strength,1,19,27
28,0.2,0.2,29.0,2.9,human-str barbarian strength,1,19,28
29,0.2,0.1,19.0,1.9,human-str barbarian strength,1,19,29
30,0.5,0.1,35.0,3.5,human-str barbarian strength,1,19,30
31,0.1,0.1,17.0,1.7,human-str barbarian strength,1,19,31
32,0.2,0.0,9.0,0.9,human-str barbarian strength,1,19,32
33,0.2,0.1,21.0,2.1,human-str barbarian strength,1,19,33
34,0.4,0.1,37.0,3.7,human-str barbarian strength,1,19,34
35,0.1,0.0,4.0,0.4,human-str barbarian strength,1,19,35
36,0.3,0.1,22.0,2.2,human-str barbarian strength,1,19,36
37,0.2,0.0,22.0,2.2,human-str barbarian strength,1,19,37
38,0.3,0.1,30.0,3.0,human-str barbarian strength,1,19,38
39,0.3,0.0,25.0,2.5,human-str barbarian strength,1,19,39
40,0.6,0.0,50.0,5.0,human-str barbarian strength,1,19,40
41,0.6,0.2,60.0,6.0,human-str barbarian strength,1,19,41
42,0.3,0.1,20.0,2.0,human-str barbarian strength,1,19,42
43,0.4,0.1,40.0,4.0,human-str barbarian strength,1,19,43
44,0.2,0.0,16.0,1.6,human-str barbarian strength,1,19,44
45,0.4,0.1,36.0,3.6,human-str barbarian strength,1,19,45
46,0.4,0.1,40.0,4.0,human-str barbarian strength,1,19,46
47,0.4,0.0,27.0,2.7,human-str barbarian strength,1,19,47
