,build,level,action,attack_roll_result,attack modifier,penalties,dmg_dice,damage_type,damage_output,target_ac,crit_ac
247,human-dex fighter strength,1,str 1d12 melee attack 2,random_roll,4.0,5,12,melee,2.0,14.0,24.0
248,human-dex fighter strength,1,dex 1d12 melee attack 1,random_roll,4.0,0,12,melee,2.0,14.0,24.0
249,human-dex fighter strength,1,dex 1d12 melee attack 2,random_roll,4.0,5,12,melee,2.0,14.0,24.0
250,human-dex fighter   dexterity,1,dex 1d4 melee attack 1,random_roll,5.0,0,4,melee,3.0,14.0,24.0
251,human-dex fighter   dexterity,1,dex 1d4 melee attack 2,random_roll,5.0,5,4,melee,3.0,14.0,24.0
252,human-dex fighter   dexterity,1,dex 1d8 melee attack 1,random_roll,5.0,0,8,melee,3.0,14.0,24.0
253,human-dex fighter   dexterity,1,dex 1d8 melee attack 2,random_roll,5.0,5,8,melee,3.0,14.0,24.0
254,human-dex fighter   dexterity,1,dex 1d10 melee attack 1,random_roll,5.0,0,10,melee,3.0,14.0,24.0
255,human-dex fighter   dexterity,1,dex 1d10 melee attack 2,random_roll,5.0,5,10,melee,3.0,14.0,24.0
256,human-dex fighter   dexterity,1,dex 1d6 melee attack 1,random_roll,5.0,0,6,melee,3.0,14.0,24.0
257,human-dex fighter   dexterity,1,dex 1d6 melee attack 2,random_roll,5.0,5,6,melee,3.0,14.0,24.0
258,human-dex fighter   dexterity,1,dex 1d12 melee attack 1,random_roll,5.0,0,12,melee,3.0,14.0,24.0
259,human-dex fighter   dexterity,1,dex 1d12 melee attack 2,random_roll,5.0,5,12,melee,3.0,14.0,24.0
260,human-dex rogue dexterity,1,dex 1d4 melee attack 1,random_roll,5.0,0,4,melee,3.0,14.0,24.0
261,human-dex rogue dexterity,1,dex 1d4 melee attack 2,random_roll,5.0,5,4,melee,3.0,14.0,24.0
262,human-dex rogue dexterity,1,dex 1d6 melee attack 1,random_roll,5.0,0,6,melee,3.0,14.0,24.0
263,human-dex rogue dexterity,1,dex 1d6 melee attack 2,random_roll,5.0,5,6,melee,3.0,14.0,24.0
264,human-dex rogue dexterity,1,dex 1d8 melee attack 1,random_roll,5.0,0,8,melee,3.0,14.0,24.0
265,human-dex rogue dexterity,1,dex 1d8 melee attack 2,random_roll,5.0,5,8,melee,3.0,14.0,24.0
266,human-dex sorcerer charisma,1,dex 1d4 melee attack 1,random_roll,4.0,0,4,melee,2.0,12.0,22.0
267,human-dex sorcerer charisma,1,dex 1d4 melee attack 2,random_roll,4.0,5,4,melee,2.0,12.0,22.0
268,human-dex sorcerer charisma,1,dex 1d6 melee attack 1,random_roll,4.0,0,6,melee,2.0,12.0,22.0
269,human-dex sorcerer charisma,1,dex 1d6 melee attack 2,random_roll,4.0,5,6,melee,2.0,12.0,22.0
270,human-dex sorcerer charisma,1,dex 1d8 melee attack 1,random_roll,4.0,0,8,melee,2.0,12.0,22.0
271,human-dex sorcerer charisma,1,dex 1d8 melee attack 2,random_roll,4.0,5,8,melee,2.0,12.0,22.0
272,orc-str barbarian strength,1,str 1d4 melee attack 1,random_roll,5.0,0,4,melee,3.0,13.0,23.0
273,orc-str barbarian strength,1,str 1d4 melee attack 2,random_roll,5.0,5,4,melee,3.0,13.0,23.0
274,orc-str barbarian strength,1,str 1d6 melee attack 1,random_roll,5.0,0,6,melee,3.0,13.0,23.0
275,orc-str barbarian strength,1,str 1d6 melee attack 2,random_roll,5.0,5,6,melee,3.0,13.0,23.0
276,orc-str barbarian strength,1,str 1d8 melee attack 1,random_roll,5.0,0,8,melee,3.0,13.0,23.0
277,orc-str barbarian strength,1,str 1d8 melee attack 2,random_roll,5.0,5,8,melee,3.0,13.0,23.0
278,orc-str barbarian strength,1,str 1d10 melee attack 1,random_roll,5.0,0,10,melee,3.0,13.0,23.0
279,orc-str barbarian strength,1,str 1d10 melee attack 2,random_roll,5.0,5,10,melee,3.0,13.0,23.0
280,orc-str barbarian strength,1,str 1d12 melee attack 1,random_roll,5.0,0,12,melee,3.0,13.0,23.0
281,orc-str barbarian strength,1,str 1d12 melee attack 2,random_roll,5.0,5,12,melee,3.0,13.0,23.0
282,orc-str fighter strength,1,str 1d4 melee attack 1,random_roll,5.0,0,4,melee,3.0,13.0,23.0
283,orc-str fighter strength,1,str 1d4 melee attack 2,random_roll,5.0,5,4,melee,3.0,13.0,23.0
284,orc-str fighter strength,1,str 1d8 melee attack 1,random_roll,5.0,0,8,melee,3.0,13.0,23.0
285,orc-str fighter strength,1,str 1d8 melee attack 2,random_roll,5.0,5,8,melee,3.0,13.0,23.0
286,orc-str fighter strength,1,str 1d10 melee attack 1,random_roll,5.0,0,10,melee,3.0,13.0,23.0
287,orc-str fighter strength,1,str 1d10 melee attack 2,random_roll,5.0,5,10,melee,3.0,13.0,23.0
288,orc-str fighter strength,1,str 1d6 melee attack 1,random_roll,5.0,0,6,melee,3.0,13.0,23.0
289,orc-str fighter strength,1,str 1d6 melee attack 2,random_roll,5.0,5,6,melee,3.0,13.0,23.0
290,orc-str fighter strength,1,str 1d12 melee attack 1,random_roll,5.0,0,12,melee,3.0,13.0,23.0
291,orc-str fighter strength,1,str 1d12 melee attack 2,random_roll,5.0,5,12,melee,3.0,13.0,23.0
292,orc-str fighter   dexterity,1,str 1d4 melee attack 1,random_roll,4.0,0,4,melee,2.0,14.0,24.0
293,orc-str fighter   dexterity,1,str 1d4 melee attack 2,random_roll,4.0,5,4,melee,2.0,14.0,24.0
294,orc-str fighter   dexterity,1,dex 1d4 melee attack 1,random_roll,4.0,0,4,melee,2.0,14.0,24.0
295,orc-str fighter   dexterity,1,dex 1d4 melee attack 2,random_roll,4.0,5,4,melee,2.0,14.0,24.0
296,orc-str fighter   dexterity,1,str 1d8 melee attack 1,random_roll,4.0,0,8,melee,2.0,14.0,24.0
297,orc-str fighter   dexterity,1,str 1d8 melee attack 2,random_roll,4.0,5,8,melee,2.0,14.0,24.0
298,orc-str fighter   dexterity,1,dex 1d8 melee attack 1,random_roll,4.0,0,8,melee,2.0,14.0,24.0
299,orc-str fighter   dexterity,1,dex 1d8 melee attack 2,random_roll,4.0,5,8,melee,2.0,14.0,24.0
300,orc-str fighter   dexterity,1,str 1d10 melee attack 1,random_roll,4.0,0,10,melee,2.0,14.0,24.0
301,orc-str fighter   dexterity,1,str 1d10 melee attack 2,random_roll,4.0,5,10,melee,2.0,14.0,24.0
302,orc-str fighter   dexterity,1,dex 1d10 melee attack 1,random_roll,4.0,0,10,melee,2.0,14.0,24.0
303,orc-str fighter   dexterity,1,dex 1d10 melee attack 2,random_roll,4.0,5,10,melee,2.0,14.0,24.0
304,orc-str fighter   dexterity,1,str 1d6 melee attack 1,random_roll,4.0,0,6,melee,2.0,14.0,24.0
305,orc-str fighter   dexterity,1,str 1d6 melee attack 2,random_roll,4.0,5,6,melee,2.0,14.0,24.0
306,orc-str fighter   dexterity,1,dex 1d6 melee attack 1,random_roll,4.0,0,6,melee,2.0,14.0,24.0
307,orc-str fighter   dexterity,1,dex 1d6 melee attack 2,random_roll,4.0,5,6,melee,2.0,14.0,24.0
308,orc-str fighter   dexterity,1,str 1d12 melee attack 1,random_roll,4.0,0,12,melee,2.0,14.0,24.0
309,orc-str fighter   dexterity,1,str 1d12 melee attack 2,random_roll,4.0,5,12,melee,2.0,14.0,24.0
310,orc-str fighter   dexterity,1,dex 1d12 melee attack 1,random_roll,4.0,0,12,melee,2.0,14.0,24.0
311,orc-str fighter   dexterity,1,dex 1d12 melee attack 2,random_roll,4.0,5,12,melee,2.0,14.0,24.0
312,orc-str rogue dexterity,1,str 1d4 melee attack 1,random_roll,4.0,0,4,melee,2.0,14.0,24.0
313,orc-str rogue dexterity,1,str 1d4 melee attack 2,random_roll,4.0,5,4,melee,2.0,14.0,24.0
314,orc-str rogue dexterity,1,dex 1d4 melee attack 1,random_roll,4.0,0,4,melee,2.0,14.0,24.0
315,orc-str rogue dexterity,1,dex 1d4 melee attack 2,random_roll,4.0,5,4,melee,2.0,14.0,24.0
316,orc-str rogue dexterity,1,str 1d6 melee attack 1,random_roll,4.0,0,6,melee,2.0,14.0,24.0
317,orc-str rogue dexterity,1,str 1d6 melee attack 2,random_roll,4.0,5,6,melee,2.0,14.0,24.0
318,orc-str rogue dexterity,1,dex 1d6 melee attack 1,random_roll,4.0,0,6,melee,2.0,14.0,24.0
319,orc-str rogue dexterity,1,dex 1d6 melee attack 2,random_roll,4.0,5,6,melee,2.0,14.0,24.0
320,orc-str rogue dexterity,1,str 1d8 melee attack 1,random_roll,4.0,0,8,melee,2.0,14.0,24.0
321,orc-str rogue dexterity,1,str 1d8 melee attack 2,random_roll,4.0,5,8,melee,2.0,14.0,24.0
322,orc-str rogue dexterity,1,dex 1d8 melee attack 1,random_roll,4.0,0,8,melee,2.0,14.0,24.0
323,orc-str rogue dexterity,1,dex 1d8 melee attack 2,random_roll,4.0,5,8,melee,2.0,14.0,24.0
324,orc-str sorcerer charisma,1,str 1d4 melee attack 1,random_roll,4.0,0,4,melee,2.0,11.0,21.0
325,orc-str sorcerer charisma,1,str 1d4 melee attack 2,random_roll,4.0,5,4,melee,2.0,11.0,21.0
326,orc-str sorcerer charisma,1,str 1d6 melee attack 1,random_roll,4.0,0,6,melee,2.0,11.0,21.0
327,orc-str sorcerer charisma,1,str 1d6 melee attack 2,random_roll,4.0,5,6,melee,2.0,11.0,21.0
328,orc-str sorcerer charisma,1,str 1d8 melee attack 1,random_roll,4.0,0,8,melee,2.0,11.0,21.0
329,orc-str sorcerer charisma,1,str 1d8 melee attack 2,random_roll,4.0,5,8,melee,2.0,11.0,21.0
330,orc-dex barbarian strength,1,str 1d4 melee attack 1,random_roll,4.0,0,4,melee,2.0,14.0,24.0
331,orc-dex barbarian strength,1,str 1d4 melee attack 2,random_roll,4.0,5,4,melee,2.0,14.0,24.0
332,orc-dex barbarian strength,1,dex 1d4 melee attack 1,random_roll,4.0,0,4,melee,2.0,14.0,24.0
333,orc-dex barbarian strength,1,dex 1d4 melee attack 2,random_roll,4.0,5,4,melee,2.0,14.0,24.0
334,orc-dex barbarian strength,1,str 1d6 melee attack 1,random_roll,4.0,0,6,melee,2.0,14.0,24.0
335,orc-dex barbarian strength,1,str 1d6 melee attack 2,random_roll,4.0,5,6,melee,2.0,14.0,24.0
336,orc-dex barbarian strength,1,dex 1d6 melee attack 1,random_roll,4.0,0,6,melee,2.0,14.0,24.0
337,orc-dex barbarian strength,1,dex 1d6 melee attack 2,random_roll,4.0,5,6,melee,2.0,14.0,24.0
338,orc-dex barbarian strength,1,str 1d8 melee attack 1,random_roll,4.0,0,8,melee,2.0,14.0,24.0
339,orc-dex barbarian strength,1,str 1d8 melee attack 2,random_roll,4.0,5,8,melee,2.0,14.0,24.0
340,orc-dex barbarian strength,1,dex 1d8 melee attack 1,random_roll,4.0,0,8,melee,2.0,14.0,24.0
341,orc-dex barbarian strength,1,dex 1d8 melee attack 2,random_roll,4.0,5,8,melee,2.0,14.0,24.0
342,orc-dex barbarian strength,1,str 1d10 melee attack 1,random_roll,4.0,0,10,melee,2.0,14.0,24.0
343,orc-dex barbarian strength,1,str 1d10 melee attack 2,random_roll,4.0,5,10,melee,2.0,14.0,24.0
344,orc-dex barbarian strength,1,dex 1d10 melee attack 1,random_roll,4.0,0,10,melee,2.0,14.0,24.0
345,orc-dex barbarian strength,1,dex 1d10 melee attack 2,random_roll,4.0,5,10,melee,2.0,14.0,24.0
346,orc-dex barbarian strength,1,str 1d12 melee attack 1,random_roll,4.0,0,12,melee,2.0,14.0,24.0
347,orc-dex barbarian strength,1,str 1d12 melee attack 2,random_roll,4.0,5,12,melee,2.0,14.0,24.0
348,orc-dex barbarian strength,1,dex 1d12 melee attack 1,random_roll,4.0,0,12,melee,2.0,14.0,24.0
349,orc-dex barbarian strength,1,dex 1d12 melee attack 2,random_roll,4.0,5,12,melee,2.0,14.0,24.0
350,orc-dex fighter strength,1,str 1d4 melee attack 1,random_roll,4.0,0,4,melee,2.0,14.0,24.0
351,orc-dex fighter strength,1,str 1d4 melee attack 2,random_roll,4.0,5,4,melee,2.0,14.0,24.0
352,orc-dex fighter strength,1,dex 1d4 melee attack 1,random_roll,4.0,0,4,melee,2.0,14.0,24.0
353,orc-dex fighter strength,1,dex 1d4 melee attack 2,random_roll,4.0,5,4,melee,2.0,14.0,24.0
354,orc-dex fighter strength,1,str 1d8 melee attack 1,random_roll,4.0,0,8,melee,2.0,14.0,24.0
355,orc-dex fighter strength,1,str 1d8 melee attack 2,random_roll,4.0,5,8,melee,2.0,14.0,24.0
356,orc-dex fighter strength,1,dex 1d8 melee attack 1,random_roll,4.0,0,8,melee,2.0,14.0,24.0
357,orc-dex fighter strength,1,dex 1d8 melee attack 2,random_roll,4.0,5,8,melee,2.0,14.0,24.0
358,orc-dex fighter strength,1,str 1d10 melee attack 1,random_roll,4.0,0,10,melee,2.0,14.0,24.0
359,orc-dex fighter strength,1,str 1d10 melee attack 2,random_roll,4.0,5,10,melee,2.0,14.0,24.0
360,orc-dex fighter strength,1,dex 1d10 melee attack 1,random_roll,4.0,0,10,melee,2.0,14.0,24.0
361,orc-dex fighter strength,1,dex 1d10 melee attack 2,random_roll,4.0,5,10,melee,2.0,14.0,24.0
362,orc-dex fighter strength,1,str 1d6 melee attack 1,random_roll,4.0,0,6,melee,2.0,14.0,24.0
363,orc-dex fighter strength,1,str 1d6 melee attack 2,random_roll,4.0,5,6,melee,2.0,14.0,24.0
364,orc-dex fighter strength,1,dex 1d6 melee attack 1,random_roll,4.0,0,6,melee,2.0,14.0,24.0
365,orc-dex fighter strength,1,dex 1d6 melee attack 2,random_roll,4.0,5,6,melee,2.0,14.0,24.0
366,orc-dex fighter strength,1,str 1d12 melee attack 1,random_roll,4.0,0,12,melee,2.0,14.0,24.0
367,orc-dex fighter strength,1,str 1d12 melee attack 2,random_roll,4.0,5,12,melee,2.0,14.0,24.0
368,orc-dex fighter strength,1,dex 1d12 melee attack 1,random_roll,4.0,0,12,melee,2.0,14.0,24.0
369,orc-dex fighter strength,1,dex 1d12 melee attack 2,random_roll,4.0,5,12,melee,2.0,14.0,24.0
370,orc-dex fighter   dexterity,1,dex 1d4 melee attack 1,random_roll,5.0,0,4,melee,3.0,14.0,24.0
371,orc-dex fighter   dexterity,1,dex 1d4 melee attack 2,random_roll,5.0,5,4,melee,3.0,14.0,24.0
372,orc-dex fighter   dexterity,1,dex 1d8 melee attack 1,random_roll,5.0,0,8,melee,3.0,14.0,24.0
373,orc-dex fighter   dexterity,1,dex 1d8 melee attack 2,random_roll,5.0,5,8,melee,3.0,14.0,24.0
374,orc-dex fighter   dexterity,1,dex 1d10 melee attack 1,random_roll,5.0,0,10,melee,3.0,14.0,24.0
375,orc-dex fighter   dexterity,1,dex 1d10 melee attack 2,random_roll,5.0,5,10,melee,3.0,14.0,24.0
376,orc-dex fighter   dexterity,1,dex 1d6 melee attack 1,random_roll,5.0,0,6,melee,3.0,14.0,24.0
377,orc-dex fighter   dexterity,1,dex 1d6 melee attack 2,random_roll,5.0,5,6,melee,3.0,14.0,24.0
378,orc-dex fighter   dexterity,1,dex 1d12 melee attack 1,random_roll,5.0,0,12,melee,3.0,14.0,24.0
379,orc-dex fighter   dexterity,1,dex 1d12 melee attack 2,random_roll,5.0,5,12,melee,3.0,14.0,24.0
380,orc-dex rogue dexterity,1,dex 1d4 melee attack 1,random_roll,5.0,0,4,melee,3.0,14.0,24.0
381,orc-dex rogue dexterity,1,dex 1d4 melee attack 2,random_roll,5.0,5,4,melee,3.0,14.0,24.0
382,orc-dex rogue dexterity,1,dex 1d6 melee attack 1,random_roll,5.0,0,6,melee,3.0,14.0,24.0
383,orc-dex rogue dexterity,1,dex 1d6 melee attack 2,random_roll,5.0,5,6,melee,3.0,14.0,24.0
384,orc-dex rogue dexterity,1,dex 1d8 melee attack 1,random_roll,5.0,0,8,melee,3.0,14.0,24.0
385,orc-dex rogue dexterity,1,dex 1d8 melee attack 2,random_roll,5.0,5,8,melee,3.0,14.0,24.0
386,orc-dex sorcerer charisma,1,dex 1d4 melee attack 1,random_roll,4.0,0,4,melee,2.0,12.0,22.0
387,orc-dex sorcerer charisma,1,dex 1d4 melee attack 2,random_roll,4.0,5,4,melee,2.0,12.0,22.0
388,orc-dex sorcerer charisma,1,dex 1d6 melee attack 1,random_roll,4.0,0,6,melee,2.0,12.0,22.0
389,orc-dex sorcerer charisma,1,dex 1d6 melee attack 2,random_roll,4.0,5,6,melee,2.0,12.0,22.0
390,orc-dex sorcerer charisma,1,dex 1d8 melee attack 1,random_roll,4.0,0,8,melee,2.0,12.0,22.0
391,orc-dex sorcerer charisma,1,dex 1d8 melee attack 2,random_roll,4.0,5,8,melee,2.0,12.0,22.0
