,attack_sucess_1,attack_sucess_2,total_dmg,avg_dmg,attack_crit_status_1,attack_crit_status_2,build_name,build_level,target_ac,encounter_num,ancestry,class_build
12,0.0,0.4,15.0,3.0,0.0,0.0,orc-str barbarian strength,1,18,12,orc-str,barbarian
13,0.6,0.0,17.0,3.4,0.0,0.0,orc-str barbarian strength,1,18,13,orc-str,barbarian
14,0.6,0.0,29.0,5.8,0.0,0.0,orc-str barbarian strength,1,18,14,orc-str,barbarian
15,0.4,0.2,24.0,4.8,0.0,0.0,orc-str barbarian strength,1,18,15,orc-str,barbarian
16,0.4,0.0,14.0,2.8,0.0,0.0,orc-str barbarian strength,1,18,16,orc-str,barbarian
17,0.4,0.2,19.0,3.8,0.0,0.0,orc-str barbarian strength,1,18,17,orc-str,barbarian
18,0.4,0.2,15.0,3.0,0.0,0.0,orc-str barbarian strength,1,18,18,orc-str,barbarian
19,0.2,0.2,16.0,3.2,0.0,0.0,orc-str barbarian strength,1,18,19,orc-str,barbarian
0,0.4,0.0,14.0,2.8,0.0,0.0,orc-str barbarian strength,1,19,0,orc-str,barbarian
1,0.2,0.0,7.0,1.4,0.0,0.0,orc-str barbarian strength,1,19,1,orc-str,barbarian
2,0.4,0.2,22.0,4.4,0.0,0.0,orc-str barbarian strength,1,19,2,orc-str,barbarian
3,0.2,0.0,6.0,1.2,0.0,0.0,orc-str barbarian strength,1,19,3,orc-str,barbarian
4,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,19,4,orc-str,barbarian
5,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,19,5,orc-str,barbarian
6,0.2,0.2,14.0,2.8,0.0,0.0,orc-str barbarian strength,1,19,6,orc-str,barbarian
7,0.4,0.0,12.0,2.4,0.0,0.0,orc-str barbarian strength,1,19,7,orc-str,barbarian
8,0.2,0.6,32.0,6.4,0.0,0.0,orc-str barbarian strength,1,19,8,orc-str,barbarian
9,0.2,0.0,9.0,1.8,0.0,0.0,orc-str barbarian strength,1,19,9,orc-str,barbarian
10,0.4,0.0,16.0,3.2,0.0,0.0,orc-str barbarian strength,1,19,10,orc-str,barbarian
11,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,19,11,orc-str,barbarian
12,0.0,0.2,6.0,1.2,0.0,0.0,orc-str barbarian strength,1,19,12,orc-str,barbarian
13,0.2,0.4,27.0,5.4,0.0,0.0,orc-str barbarian strength,1,19,13,orc-str,barbarian
14,0.6,0.0,12.0,2.4,0.0,0.0,orc-str barbarian strength,1,19,14,orc-str,barbarian
15,0.2,0.0,6.0,1.2,0.0,0.0,orc-str barbarian strength,1,19,15,orc-str,barbarian
16,0.0,0.2,8.0,1.6,0.0,0.0,orc-str barbarian strength,1,19,16,orc-str,barbarian
17,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,19,17,orc-str,barbarian
18,0.2,0.2,18.0,3.6,0.0,0.0,orc-str barbarian strength,1,19,18,orc-str,barbarian
19,0.4,0.0,10.0,2.0,0.0,0.0,orc-str barbarian strength,1,19,19,orc-str,barbarian
0,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,20,0,orc-str,barbarian
1,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,20,1,orc-str,barbarian
2,0.4,0.0,11.0,2.2,0.0,0.0,orc-str barbarian strength,1,20,2,orc-str,barbarian
3,0.2,0.0,7.0,1.4,0.0,0.0,orc-str barbarian strength,1,20,3,orc-str,barbarian
4,0.2,0.2,13.0,2.6,0.0,0.0,orc-str barbarian strength,1,20,4,orc-str,barbarian
5,0.2,0.2,10.0,2.0,0.0,0.0,orc-str barbarian strength,1,20,5,orc-str,barbarian
6,0.2,0.0,12.0,2.4,0.0,0.0,orc-str barbarian strength,1,20,6,orc-str,barbarian
7,0.6,0.0,16.0,3.2,0.0,0.0,orc-str barbarian strength,1,20,7,orc-str,barbarian
8,0.2,0.0,13.0,2.6,0.0,0.0,orc-str barbarian strength,1,20,8,orc-str,barbarian
9,0.2,0.0,6.0,1.2,0.0,0.0,orc-str barbarian strength,1,20,9,orc-str,barbarian
10,0.4,0.0,10.0,2.0,0.0,0.0,orc-str barbarian strength,1,20,10,orc-str,barbarian
11,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,20,11,orc-str,barbarian
12,0.2,0.2,13.0,2.6,0.0,0.0,orc-str barbarian strength,1,20,12,orc-str,barbarian
13,0.2,0.4,25.0,5.0,0.0,0.0,orc-str barbarian strength,1,20,13,orc-str,barbarian
14,0.2,0.0,5.0,1.0,0.0,0.0,orc-str barbarian strength,1,20,14,orc-str,barbarian
15,0.2,0.0,5.0,1.0,0.0,0.0,orc-str barbarian strength,1,20,15,orc-str,barbarian
16,0.2,0.0,13.0,2.6,0.0,0.0,orc-str barbarian strength,1,20,16,orc-str,barbarian
17,0.4,0.0,19.0,3.8,0.0,0.0,orc-str barbarian strength,1,20,17,orc-str,barbarian
18,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,20,18,orc-str,barbarian
19,0.6,0.2,32.0,6.4,0.0,0.0,orc-str barbarian strength,1,20,19,orc-str,barbarian
0,0.2,0.0,5.0,1.0,0.0,0.0,orc-str barbarian strength,1,21,0,orc-str,barbarian
1,0.2,0.0,9.0,1.8,0.0,0.0,orc-str barbarian strength,1,21,1,orc-str,barbarian
2,0.2,0.0,7.0,1.4,0.0,0.0,orc-str barbarian strength,1,21,2,orc-str,barbarian
3,0.2,0.2,19.0,3.8,0.0,0.2,orc-str barbarian strength,1,21,3,orc-str,barbarian
4,0.2,0.2,19.0,3.8,0.0,0.2,orc-str barbarian strength,1,21,4,orc-str,barbarian
5,0.2,0.0,8.0,1.6,0.0,0.0,orc-str barbarian strength,1,21,5,orc-str,barbarian
6,0.2,0.0,4.0,0.8,0.0,0.0,orc-str barbarian strength,1,21,6,orc-str,barbarian
7,0.4,0.0,17.0,3.4,0.0,0.0,orc-str barbarian strength,1,21,7,orc-str,barbarian
8,0.2,0.0,4.0,0.8,0.0,0.0,orc-str barbarian strength,1,21,8,orc-str,barbarian
9,0.4,0.0,12.0,2.4,0.0,0.0,orc-str barbarian strength,1,21,9,orc-str,barbarian
10,0.4,0.4,37.0,7.4,0.0,0.4,orc-str barbarian strength,1,21,10,orc-str,barbarian
11,0.4,0.0,17.0,3.4,0.0,0.0,orc-str barbarian strength,1,21,11,orc-str,barbarian
12,0.2,0.0,5.0,1.0,0.0,0.0,orc-str barbarian strength,1,21,12,orc-str,barbarian
13,0.4,0.2,23.0,4.6,0.0,0.2,orc-str barbarian strength,1,21,13,orc-str,barbarian
14,0.0,0.2,23.0,4.6,0.0,0.2,orc-str barbarian strength,1,21,14,orc-str,barbarian
15,0.2,0.0,6.0,1.2,0.0,0.0,orc-str barbarian strength,1,21,15,orc-str,barbarian
16,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,21,16,orc-str,barbarian
17,0.2,0.2,13.0,2.6,0.0,0.2,orc-str barbarian strength,1,21,17,orc-str,barbarian
18,0.2,0.2,16.0,3.2,0.0,0.2,orc-str barbarian strength,1,21,18,orc-str,barbarian
19,0.2,0.0,6.0,1.2,0.0,0.0,orc-str barbarian strength,1,21,19,orc-str,barbarian
0,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,22,0,orc-str,barbarian
1,0.2,0.0,7.0,1.4,0.0,0.0,orc-str barbarian strength,1,22,1,orc-str,barbarian
2,0.4,0.0,16.0,3.2,0.0,0.0,orc-str barbarian strength,1,22,2,orc-str,barbarian
3,0.2,0.0,6.0,1.2,0.0,0.0,orc-str barbarian strength,1,22,3,orc-str,barbarian
4,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,22,4,orc-str,barbarian
5,0.4,0.0,16.0,3.2,0.0,0.0,orc-str barbarian strength,1,22,5,orc-str,barbarian
6,0.2,0.2,27.0,5.4,0.0,0.2,orc-str barbarian strength,1,22,6,orc-str,barbarian
7,0.4,0.2,25.0,5.0,0.0,0.2,orc-str barbarian strength,1,22,7,orc-str,barbarian
8,0.2,0.0,8.0,1.6,0.0,0.0,orc-str barbarian strength,1,22,8,orc-str,barbarian
9,0.2,0.0,4.0,0.8,0.0,0.0,orc-str barbarian strength,1,22,9,orc-str,barbarian
10,0.2,0.0,7.0,1.4,0.0,0.0,orc-str barbarian strength,1,22,10,orc-str,barbarian
11,0.2,0.0,7.0,1.4,0.0,0.0,orc-str barbarian strength,1,22,11,orc-str,barbarian
12,0.6,0.0,22.0,4.4,0.0,0.0,orc-str barbarian strength,1,22,12,orc-str,barbarian
13,0.4,0.0,13.0,2.6,0.0,0.0,orc-str barbarian strength,1,22,13,orc-str,barbarian
14,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,22,14,orc-str,barbarian
15,0.4,0.0,22.0,4.4,0.0,0.0,orc-str barbarian strength,1,22,15,orc-str,barbarian
16,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,22,16,orc-str,barbarian
17,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,22,17,orc-str,barbarian
18,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,22,18,orc-str,barbarian
19,0.2,0.0,10.0,2.0,0.0,0.0,orc-str barbarian strength,1,22,19,orc-str,barbarian
0,0.0,0.2,13.0,2.6,0.0,0.2,orc-str barbarian strength,1,23,0,orc-str,barbarian
1,0.2,0.2,14.0,2.8,0.0,0.2,orc-str barbarian strength,1,23,1,orc-str,barbarian
2,0.2,0.0,14.0,2.8,0.0,0.0,orc-str barbarian strength,1,23,2,orc-str,barbarian
3,0.0,0.2,10.0,2.0,0.0,0.2,orc-str barbarian strength,1,23,3,orc-str,barbarian
4,0.2,0.2,19.0,3.8,0.0,0.2,orc-str barbarian strength,1,23,4,orc-str,barbarian
5,0.4,0.0,12.0,2.4,0.0,0.0,orc-str barbarian strength,1,23,5,orc-str,barbarian
6,0.0,0.2,11.0,2.2,0.0,0.2,orc-str barbarian strength,1,23,6,orc-str,barbarian
7,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,23,7,orc-str,barbarian
8,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,23,8,orc-str,barbarian
9,0.2,0.2,18.0,3.6,0.0,0.2,orc-str barbarian strength,1,23,9,orc-str,barbarian
10,0.2,0.0,6.0,1.2,0.0,0.0,orc-str barbarian strength,1,23,10,orc-str,barbarian
11,0.2,0.0,12.0,2.4,0.0,0.0,orc-str barbarian strength,1,23,11,orc-str,barbarian
12,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,23,12,orc-str,barbarian
13,0.2,0.0,7.0,1.4,0.0,0.0,orc-str barbarian strength,1,23,13,orc-str,barbarian
14,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,23,14,orc-str,barbarian
15,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,23,15,orc-str,barbarian
16,0.0,0.2,19.0,3.8,0.0,0.2,orc-str barbarian strength,1,23,16,orc-str,barbarian
17,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,23,17,orc-str,barbarian
18,0.0,0.4,30.0,6.0,0.0,0.4,orc-str barbarian strength,1,23,18,orc-str,barbarian
19,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,23,19,orc-str,barbarian
0,0.4,0.2,18.0,3.6,0.0,0.2,orc-str barbarian strength,1,24,0,orc-str,barbarian
1,0.2,0.0,4.0,0.8,0.0,0.0,orc-str barbarian strength,1,24,1,orc-str,barbarian
2,0.0,0.2,13.0,2.6,0.0,0.2,orc-str barbarian strength,1,24,2,orc-str,barbarian
3,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,24,3,orc-str,barbarian
4,0.0,0.2,19.0,3.8,0.0,0.2,orc-str barbarian strength,1,24,4,orc-str,barbarian
5,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,24,5,orc-str,barbarian
6,0.2,0.0,7.0,1.4,0.0,0.0,orc-str barbarian strength,1,24,6,orc-str,barbarian
7,0.0,0.2,17.0,3.4,0.0,0.2,orc-str barbarian strength,1,24,7,orc-str,barbarian
8,0.2,0.0,10.0,2.0,0.0,0.0,orc-str barbarian strength,1,24,8,orc-str,barbarian
9,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,24,9,orc-str,barbarian
10,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,24,10,orc-str,barbarian
11,0.4,0.0,16.0,3.2,0.0,0.0,orc-str barbarian strength,1,24,11,orc-str,barbarian
12,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,24,12,orc-str,barbarian
13,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,24,13,orc-str,barbarian
14,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,24,14,orc-str,barbarian
15,0.2,0.0,6.0,1.2,0.0,0.0,orc-str barbarian strength,1,24,15,orc-str,barbarian
16,0.2,0.2,16.0,3.2,0.0,0.2,orc-str barbarian strength,1,24,16,orc-str,barbarian
17,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,24,17,orc-str,barbarian
18,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,24,18,orc-str,barbarian
19,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,24,19,orc-str,barbarian
0,0.0,0.2,19.0,3.8,0.0,0.2,orc-str barbarian strength,1,25,0,orc-str,barbarian
1,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,25,1,orc-str,barbarian
2,0.2,0.0,9.0,1.8,0.0,0.0,orc-str barbarian strength,1,25,2,orc-str,barbarian
3,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,25,3,orc-str,barbarian
4,0.0,0.2,10.0,2.0,0.0,0.2,orc-str barbarian strength,1,25,4,orc-str,barbarian
5,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,25,5,orc-str,barbarian
6,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,25,6,orc-str,barbarian
7,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,25,7,orc-str,barbarian
8,0.2,0.0,9.0,1.8,0.0,0.0,orc-str barbarian strength,1,25,8,orc-str,barbarian
9,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,25,9,orc-str,barbarian
10,0.0,0.2,15.0,3.0,0.0,0.2,orc-str barbarian strength,1,25,10,orc-str,barbarian
11,0.2,0.0,8.0,1.6,0.0,0.0,orc-str barbarian strength,1,25,11,orc-str,barbarian
12,0.2,0.0,4.0,0.8,0.0,0.0,orc-str barbarian strength,1,25,12,orc-str,barbarian
13,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,25,13,orc-str,barbarian
14,0.0,0.2,9.0,1.8,0.0,0.2,orc-str barbarian strength,1,25,14,orc-str,barbarian
15,0.2,0.0,6.0,1.2,0.0,0.0,orc-str barbarian strength,1,25,15,orc-str,barbarian
16,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,25,16,orc-str,barbarian
17,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,25,17,orc-str,barbarian
18,0.0,0.2,12.0,2.4,0.0,0.2,orc-str barbarian strength,1,25,18,orc-str,barbarian
19,0.2,0.0,8.0,1.6,0.0,0.0,orc-str barbarian strength,1,25,19,orc-str,barbarian
0,0.2,0.0,14.0,2.8,0.2,0.0,orc-str barbarian strength,1,26,0,orc-str,barbarian
1,0.2,0.0,11.0,2.2,0.2,0.0,orc-str barbarian strength,1,26,1,orc-str,barbarian
2,0.2,0.0,17.0,3.4,0.2,0.0,orc-str barbarian strength,1,26,2,orc-str,barbarian
3,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,26,3,orc-str,barbarian
4,0.0,0.2,13.0,2.6,0.0,0.2,orc-str barbarian strength,1,26,4,orc-str,barbarian
5,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,26,5,orc-str,barbarian
6,0.2,0.0,12.0,2.4,0.2,0.0,orc-str barbarian strength,1,26,6,orc-str,barbarian
7,0.0,0.2,10.0,2.0,0.0,0.2,orc-str barbarian strength,1,26,7,orc-str,barbarian
8,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,26,8,orc-str,barbarian
9,0.2,0.2,25.0,5.0,0.2,0.2,orc-str barbarian strength,1,26,9,orc-str,barbarian
10,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,26,10,orc-str,barbarian
11,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,26,11,orc-str,barbarian
12,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,26,12,orc-str,barbarian
13,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,26,13,orc-str,barbarian
14,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,26,14,orc-str,barbarian
15,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,26,15,orc-str,barbarian
16,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,26,16,orc-str,barbarian
17,0.0,0.2,13.0,2.6,0.0,0.2,orc-str barbarian strength,1,26,17,orc-str,barbarian
18,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,26,18,orc-str,barbarian
19,0.2,0.0,25.0,5.0,0.2,0.0,orc-str barbarian strength,1,26,19,orc-str,barbarian
0,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,27,0,orc-str,barbarian
1,0.2,0.2,27.0,5.4,0.2,0.2,orc-str barbarian strength,1,27,1,orc-str,barbarian
2,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,27,2,orc-str,barbarian
3,0.2,0.0,21.0,4.2,0.2,0.0,orc-str barbarian strength,1,27,3,orc-str,barbarian
4,0.2,0.0,24.0,4.8,0.2,0.0,orc-str barbarian strength,1,27,4,orc-str,barbarian
5,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,27,5,orc-str,barbarian
6,0.2,0.0,11.0,2.2,0.2,0.0,orc-str barbarian strength,1,27,6,orc-str,barbarian
7,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,27,7,orc-str,barbarian
8,0.2,0.0,10.0,2.0,0.2,0.0,orc-str barbarian strength,1,27,8,orc-str,barbarian
9,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,27,9,orc-str,barbarian
10,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,27,10,orc-str,barbarian
11,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,27,11,orc-str,barbarian
12,0.2,0.0,20.0,4.0,0.2,0.0,orc-str barbarian strength,1,27,12,orc-str,barbarian
13,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,27,13,orc-str,barbarian
14,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,27,14,orc-str,barbarian
15,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,27,15,orc-str,barbarian
16,0.2,0.2,24.0,4.8,0.2,0.2,orc-str barbarian strength,1,27,16,orc-str,barbarian
17,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,27,17,orc-str,barbarian
18,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,27,18,orc-str,barbarian
19,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,27,19,orc-str,barbarian
0,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,28,0,orc-str,barbarian
1,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,28,1,orc-str,barbarian
2,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,28,2,orc-str,barbarian
3,0.4,0.0,20.0,4.0,0.4,0.0,orc-str barbarian strength,1,28,3,orc-str,barbarian
4,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,28,4,orc-str,barbarian
5,0.0,0.2,10.0,2.0,0.0,0.2,orc-str barbarian strength,1,28,5,orc-str,barbarian
6,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,28,6,orc-str,barbarian
7,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,28,7,orc-str,barbarian
8,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,28,8,orc-str,barbarian
9,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,28,9,orc-str,barbarian
10,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,28,10,orc-str,barbarian
11,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,28,11,orc-str,barbarian
12,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,28,12,orc-str,barbarian
13,0.0,0.2,26.0,5.2,0.0,0.2,orc-str barbarian strength,1,28,13,orc-str,barbarian
14,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,28,14,orc-str,barbarian
15,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,28,15,orc-str,barbarian
16,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,28,16,orc-str,barbarian
17,0.0,0.4,23.0,4.6,0.0,0.4,orc-str barbarian strength,1,28,17,orc-str,barbarian
18,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,28,18,orc-str,barbarian
19,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,28,19,orc-str,barbarian
0,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,29,0,orc-str,barbarian
1,0.2,0.0,11.0,2.2,0.2,0.0,orc-str barbarian strength,1,29,1,orc-str,barbarian
2,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,29,2,orc-str,barbarian
3,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,29,3,orc-str,barbarian
4,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,29,4,orc-str,barbarian
5,0.2,0.0,14.0,2.8,0.2,0.0,orc-str barbarian strength,1,29,5,orc-str,barbarian
6,0.2,0.0,24.0,4.8,0.2,0.0,orc-str barbarian strength,1,29,6,orc-str,barbarian
7,0.0,0.2,17.0,3.4,0.0,0.2,orc-str barbarian strength,1,29,7,orc-str,barbarian
8,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,29,8,orc-str,barbarian
9,0.4,0.0,27.0,5.4,0.4,0.0,orc-str barbarian strength,1,29,9,orc-str,barbarian
10,0.2,0.0,19.0,3.8,0.2,0.0,orc-str barbarian strength,1,29,10,orc-str,barbarian
11,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,29,11,orc-str,barbarian
12,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,29,12,orc-str,barbarian
13,0.2,0.0,14.0,2.8,0.2,0.0,orc-str barbarian strength,1,29,13,orc-str,barbarian
14,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,29,14,orc-str,barbarian
15,0.2,0.0,13.0,2.6,0.2,0.0,orc-str barbarian strength,1,29,15,orc-str,barbarian
16,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,29,16,orc-str,barbarian
17,0.0,0.4,42.0,8.4,0.0,0.4,orc-str barbarian strength,1,29,17,orc-str,barbarian
18,0.0,0.0,0.0,0.0,0.0,0.0,orc-str barbarian strength,1,29,18,orc-str,barbarian
19,0.0,0.2,12.0,2.4,0.0,0.2,orc-str barbarian strength,1,29,19,orc-str,barbarian
0,1.0,1.0,58.0,11.6,0.0,0.0,orc-dex barbarian strength,1,10,0,orc-dex,barbarian
1,0.6,0.4,35.0,7.0,0.0,0.0,orc-dex barbarian strength,1,10,1,orc-dex,barbarian
2,1.0,0.6,46.0,9.2,0.0,0.0,orc-dex barbarian strength,1,10,2,orc-dex,barbarian
3,0.6,0.4,26.0,5.2,0.0,0.0,orc-dex barbarian strength,1,10,3,orc-dex,barbarian
4,1.0,0.6,52.0,10.4,0.0,0.0,orc-dex barbarian strength,1,10,4,orc-dex,barbarian
5,1.0,0.8,60.0,12.0,0.0,0.0,orc-dex barbarian strength,1,10,5,orc-dex,barbarian
6,0.6,0.4,30.0,6.0,0.0,0.0,orc-dex barbarian strength,1,10,6,orc-dex,barbarian
7,1.0,0.2,31.0,6.2,0.0,0.0,orc-dex barbarian strength,1,10,7,orc-dex,barbarian
8,1.0,0.6,51.0,10.2,0.0,0.0,orc-dex barbarian strength,1,10,8,orc-dex,barbarian
9,1.0,0.4,44.0,8.8,0.0,0.0,orc-dex barbarian strength,1,10,9,orc-dex,barbarian
10,1.0,0.6,38.0,7.6,0.0,0.0,orc-dex barbarian strength,1,10,10,orc-dex,barbarian
11,0.4,0.4,25.0,5.0,0.0,0.0,orc-dex barbarian strength,1,10,11,orc-dex,barbarian
12,0.8,0.4,37.0,7.4,0.0,0.0,orc-dex barbarian strength,1,10,12,orc-dex,barbarian
13,0.8,0.4,34.0,6.8,0.0,0.0,orc-dex barbarian strength,1,10,13,orc-dex,barbarian
14,0.8,0.8,43.0,8.6,0.0,0.0,orc-dex barbarian strength,1,10,14,orc-dex,barbarian
15,0.8,0.6,38.0,7.6,0.0,0.0,orc-dex barbarian strength,1,10,15,orc-dex,barbarian
16,0.8,0.4,39.0,7.8,0.0,0.0,orc-dex barbarian strength,1,10,16,orc-dex,barbarian
17,0.8,0.4,38.0,7.6,0.0,0.0,orc-dex barbarian strength,1,10,17,orc-dex,barbarian
18,0.6,0.2,24.0,4.8,0.0,0.0,orc-dex barbarian strength,1,10,18,orc-dex,barbarian
19,1.0,0.2,29.0,5.8,0.0,0.0,orc-dex barbarian strength,1,10,19,orc-dex,barbarian
0,0.6,0.4,37.0,7.4,0.0,0.0,orc-dex barbarian strength,1,11,0,orc-dex,barbarian
1,0.6,0.4,29.0,5.8,0.0,0.0,orc-dex barbarian strength,1,11,1,orc-dex,barbarian
2,0.8,0.4,34.0,6.8,0.0,0.0,orc-dex barbarian strength,1,11,2,orc-dex,barbarian
3,0.6,0.2,24.0,4.8,0.0,0.0,orc-dex barbarian strength,1,11,3,orc-dex,barbarian
4,0.6,0.2,15.0,3.0,0.0,0.0,orc-dex barbarian strength,1,11,4,orc-dex,barbarian
5,0.8,0.6,39.0,7.8,0.0,0.0,orc-dex barbarian strength,1,11,5,orc-dex,barbarian
6,1.0,0.8,43.0,8.6,0.0,0.0,orc-dex barbarian strength,1,11,6,orc-dex,barbarian
7,1.0,0.8,49.0,9.8,0.0,0.0,orc-dex barbarian strength,1,11,7,orc-dex,barbarian
8,0.6,0.8,41.0,8.2,0.0,0.0,orc-dex barbarian strength,1,11,8,orc-dex,barbarian
9,0.4,0.4,25.0,5.0,0.0,0.0,orc-dex barbarian strength,1,11,9,orc-dex,barbarian
10,0.8,0.4,41.0,8.2,0.0,0.0,orc-dex barbarian strength,1,11,10,orc-dex,barbarian
11,0.8,0.2,24.0,4.8,0.0,0.0,orc-dex barbarian strength,1,11,11,orc-dex,barbarian
12,0.8,0.6,46.0,9.2,0.0,0.0,orc-dex barbarian strength,1,11,12,orc-dex,barbarian
